prefix	title	tag	label	flag	num	text_1	text_2	text_3	text_4	text_5	text_6	text_7	text_8	text_9	text_10	text_11	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10	score_11
砗磲	请问|带|上|砗磲|项链|养|人|吗|谢谢	健康	0	train	10	砗磲|怎么|读	砗磲|的|功效|与|作用	砗磲|手链|一般|多少|钱	砗磲|是|什么	砗磲|为什么|禁|卖|了	砗磲|价格	砗磲|玉化|不|能|随便|戴	砗磲|手串|价格|及|图片	砗磲|图片	砗磲石	PAD	0.078	0.047	0.039	0.021	0.019	0.017	0.016	0.015	0.013999999999999999	0.012	0.0
算法	算法	百科	1	train	10	算法|工程师	算法|工程师|学|什么|专业	算法|导论	算法|的|时间|复杂度	算法|的|有穷性|是|指	算法|是|什么	算法|岗位	算法|的|空间|复杂度|是|指	算法|初步	算法|与|程序|框|图|知识点	PAD	0.124	0.044000000000000004	0.042	0.034	0.033	0.031	0.022000000000000002	0.019	0.017	0.016	0.0
都市|超强	都市|超强|仙医	阅读	0	train	10	都市|超强|神医	都市|超强|神医|全文|阅读	都市|超强|神医|叶轩	都市|超强|神医|全文|免费	都市|超强|仙医	都市|超强|神医|叶轩|免费	都市|超强医仙	都市|超强|神医|txt	都市|超强|神医|txt|下载	都市|超强|神医|免费	PAD	0.532	0.07400000000000001	0.06	0.059000000000000004	0.037000000000000005	0.035	0.027000000000000003	0.027000000000000003	0.013000000000000001	0.011000000000000001	0.0
胸闷	胸闷	百科	0	train	10	胸闷气短|是|怎么|回|事	胸闷气短	胸闷气短|呼吸|困难|心慌	胸闷|是|怎么|回|事	胸闷|怎么办	胸闷气短|一|招|搞定	胸闷|憋气	胸闷气短|怎么办	胸闷|是|什么|病|的|前兆	胸闷|咳嗽	PAD	0.19	0.114	0.10300000000000001	0.09	0.027000000000000003	0.026000000000000002	0.022000000000000002	0.02	0.013999999999999999	0.009000000000000001	0.0
自制	自制|酵素|的|危害	经验	0	train	10	自制|薯条	自制|葡萄酒|的|正确|方法	自制|剁|辣椒	自制|雪糕	自制|放心|油条	自制|炸酱面	自制|月饼	自制|面膜	自制|飞机|杯	自制|葡萄酒	PAD	0.013000000000000001	0.013000000000000001	0.011000000000000001	0.009000000000000001	0.008	0.008	0.006999999999999999	0.006999999999999999	0.006	0.006	0.0
乌鸡	乌鸡汤|的|做法	菜谱	0	train	10	乌鸡汤|的|做法	乌鸡|白凤丸	乌鸡汤	乌鸡汤|的|功效|与|作用	乌鸡|白凤丸|什么|时候|吃	乌鸡|白凤丸|功效	乌鸡|和|什么|一起|炖|最|好	乌鸡|炖|什么|补|气血	乌鸡|白凤丸|多少|钱|一|盒	乌鸡|白凤丸|哪个|牌子|好	PAD	0.17800000000000002	0.152	0.09	0.035	0.035	0.033	0.013000000000000001	0.012	0.012	0.01	0.0
糖尿病	糖尿病	百科	1	train	10	糖尿病|的|早期|症状	糖尿病|能|吃|什么|水果	糖尿病|饮食	糖尿病|并发症	糖尿病|不宜|吃|6|种|水果	糖尿病|足	糖尿病|症状	糖尿病人|能|吃|什么|水果	糖尿病|食谱	糖尿病|早期|10|个|征兆	PAD	0.11599999999999999	0.042	0.034	0.026000000000000002	0.017	0.015	0.012	0.009000000000000001	0.009000000000000001	0.006999999999999999	0.0
芒	芒果|TV	网站	0	train	10	芒果|tv	芒果	芒果|的|功效	芒果|tv|下载	芒果|怎么|切	芒果|tv-|精选	芒果|西米露	芒果|不|能|和|什么|一起|吃	芒果|tv|会员	芒果树	PAD	0.20199999999999999	0.062	0.034	0.02	0.019	0.01	0.009000000000000001	0.009000000000000001	0.006999999999999999	0.006	0.0
芭克	芭克|硅胶	百科	0	train	10	芭克|硅胶|软膏	芭克|硅胶|软膏|效果|怎样	芭克祛|疤膏	芭克|硅胶|软膏|多少|钱	芭克|官网	芭克|使用|方法	芭克真假	芭克|适用|于|多久|的|疤痕	芭克|去|疤|的|效果|怎么样	芭克|涂|了|三|个|月|了	PAD	0.22699999999999998	0.11699999999999999	0.08900000000000001	0.045	0.023	0.023	0.02	0.02	0.017	0.016	0.0
瓜子	瓜子|二手车|直卖网	百科	0	train	9	瓜子|二手车|直卖网	瓜子|二手车	瓜子|脸|适合|什么|发型	瓜子网	瓜子车|二手车	瓜子|二手车|网直|卖|网	瓜子头	瓜子车|二手	瓜子|头发型	PAD	PAD	0.342	0.10400000000000001	0.022000000000000002	0.022000000000000002	0.022000000000000002	0.021	0.018000000000000002	0.018000000000000002	0.013999999999999999	0.0	0.0
螨虫	螨虫	健康	0	train	10	螨虫|图片	螨虫|怎么|去除	螨虫|过敏症	螨虫|叮咬|后|的|症状|图	螨虫|咬|过|后|的|疙瘩|照片	螨虫|的|克星|是|什么	螨虫|过敏	螨虫|是|什么	螨虫|咬|的|包|是|啥|样子	螨虫|痘痘	PAD	0.153	0.114	0.076	0.064	0.034	0.022000000000000002	0.022000000000000002	0.02	0.018000000000000002	0.017	0.0
qq|邮箱	QQ|邮箱	百科	0	train	10	qq|邮箱|格式	qq|邮箱|登陆|登录	qq|邮箱|格式|怎么|写	qq|邮箱|的|正确|书写|方式	qq|邮箱|登录	qq|邮箱|登陆	qq|邮箱|网页版	qq|邮箱|登录|网页版	qq|邮箱|在|哪里	qq|邮箱|注册	PAD	0.128	0.049	0.043	0.037000000000000005	0.031	0.028999999999999998	0.006	0.005	0.005	0.004	0.0
车旺	车旺|大卡	百科	0	train	10	车旺|大卡	车旺|大卡|下载|最新|版	车旺|大卡|下载	车旺|大卡|行车|定位	车|旺|智运	车旺|大卡|怎么|添加|车辆	车旺|大卡|app|下载	车旺|大卡|免费|下	车旺|大卡|定位|车辆	车旺|大卡|手机|版	PAD	0.382	0.294	0.09	0.064	0.024	0.021	0.013999999999999999	0.011000000000000001	0.008	0.008	0.0
指南	指南|针爱迪	应用	1	train	10	指南者	指南针	指南针|怎么|看	指南针|手机|版|下载	指南者|2017|款	指南|针|下载	指南者|2018	指南针|软件|下载	指南者|汽车|价格表	指南|针在线	PAD	0.275	0.259	0.046	0.038	0.035	0.03	0.028999999999999998	0.015	0.013999999999999999	0.011000000000000001	0.0
金太狼	金太狼|的|幸福|生活|的|大|结局|金亮|的|爸爸|跟|谁|在|一起|了	知道	0	train	9	金太狼|的|幸福|生活	金太狼|的|幸福|生活|40|集	金太狼|国际|影城	金太狼|的|幸福|生活|演员	金太狼|的|幸福|生活|全集	金太狼|的|幸福|生活|22|集	金太狼|幸福|生活|全集	金太狼|的|幸福|生活|结局	金太狼|的|生活|电视剧	PAD	PAD	0.812	0.10300000000000001	0.008	0.006999999999999999	0.005	0.004	0.004	0.003	0.003	0.0	0.0
十|小	十|小|咒	百科	1	train	10	十|小|咒|全文	十|小|咒	十|小|咒|全文|读诵	十|小|咒|全文|注音|版	十|小|咒|唱诵	十|小|咒念诵	十|小|咒|全文|注音	十|小|咒|全文|简体字	十|小|咒|全文|读|诵|普通话	十|小|咒|经文	PAD	0.337	0.20800000000000002	0.165	0.096	0.028999999999999998	0.021	0.019	0.017	0.013000000000000001	0.013000000000000001	0.0
美团	美团|网	网站	0	train	10	美团|外|卖	美团|网	美团|官网	美团|app|下载	美团|外|卖|配送	美团|众包	美团|外卖|平台	美团|客服|电话	美团|打车	美团|网页版	PAD	0.098	0.094	0.048	0.011000000000000001	0.011000000000000001	0.01	0.01	0.01	0.008	0.008	0.0
泰山	第一|次|爬|泰山|必|知	经验	0	train	10	泰山|医学院	泰山|学院	泰山|职业|技术|学院	泰山|护理|职业|学院	泰山|门票	泰山|烟	泰山|学院|官网	泰山|医学院|教育|在线	泰山|天气	泰山|烟|价格表|和|图片	PAD	0.062	0.055	0.032	0.027000000000000003	0.023	0.015	0.013999999999999999	0.013000000000000001	0.012	0.01	0.0
999感冒	把|999感冒|灵颗粒|直接|倒|嘴里|嚼|着|吃|然后|喝|水|冲|下去|这样|吃|有|效果|吗	知道	0	train	10	999感冒灵	999感冒|灵颗粒	999|感冒|颗粒	999感冒灵|多少|钱|一|盒	999感冒|清热颗粒	999感冒灵|广告	999感冒灵|多少|钱	999感冒|冲剂	999感冒灵|图片	999感冒|灵颗粒|说明书	PAD	0.36200000000000004	0.26	0.113	0.025	0.023	0.021	0.016	0.013999999999999999	0.006999999999999999	0.006999999999999999	0.0
实习期	驾驶证|实习期|扣|分|9|分|有事|吗	知道	1	train	10	实习期|上|高速|怎么|处罚	实习期|扣|6|分|会|怎么样	实习期|扣|12|分|怎么|处理	实习期|上|高速|扣|分|吗	实习期|能|上|高速|吗	实习期|可以|扣|分|吗	实习期|上|高速	实习期|能|扣|分|吗	实习期|扣|分	实习期|工作|总结	PAD	0.33899999999999997	0.218	0.047	0.038	0.036000000000000004	0.015	0.013999999999999999	0.013999999999999999	0.011000000000000001	0.006999999999999999	0.0
法理	法理学|配套|测试	阅读	0	train	10	法理学	法理学|教材	法理学|重点	法理|不外乎|人情	法理学|试题	法理学|谁|讲|的|好	法理学|名词|解释	法理学|张文显|第五|版	法理学|是|什么	法理学|试题|及|答案	PAD	0.439	0.129	0.049	0.04	0.032	0.025	0.025	0.021	0.018000000000000002	0.015	0.0
水印	微商|水印|相机	应用	0	train	10	水印|相机	水印|相机|下载|安装	水印|相机|下载	水印|是|什么	水印|相机|怎么|改|时间	水印|相机|安卓版|下载	水印|是|什么|意思	水印|图片	水印|和|意念灰|区别	水印|相机|拍照|时间|地点	PAD	0.34	0.16899999999999998	0.044000000000000004	0.038	0.03	0.025	0.016	0.015	0.012	0.012	0.0
中国|人事|考试|网	中国|人事|考试|网官网|报名|上传|的|照片|是|几|寸|大小|的	知道	0	train	10	中国|人事|考试|网|官网	中国|人事|考试|网|入口	中国|人事|考试网|报名	中国|人事|考试网|注册	中国|人事|考试|网	中国|人事|考试网|首页	中国|人事|考试|网|电话	中国|人事|考试|网上|报名	中国|人事|考试|网|官方	中国|人事|考试网|登录	PAD	0.019	0.001	0.001	0.001	0.001	0.001	0.0	0.0	0.0	0.0	0.0
丰胸	美|呗|整形	应用	0	train	8	丰胸|10|大|排行榜	丰胸|后|的|乳头	丰胸|食物|食谱	丰胸|能|哺乳吗	丰胸|按摩	丰胸|视频	丰胸|怎么样|变|大	丰胸|的|最|快|方法	PAD	PAD	PAD	0.084	0.031	0.03	0.028999999999999998	0.025	0.021	0.02	0.019	0.0	0.0	0.0
情节|严重	情绪|低落|自卑|情节|严重	健康	0	train	0	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
全麦	全麦|面包	百科	1	train	10	全麦|面包	全麦|面包|热量	全麦|面包|的|做法	全麦|面包|减肥|吗	全麦|面粉	全麦|馒头	全麦吐司	全|麦粉	全麦|面包|图片	全麦|面包|的|热量	PAD	0.207	0.138	0.09300000000000001	0.048	0.033	0.03	0.024	0.013999999999999999	0.013000000000000001	0.012	0.0
别克君	别克|君威	百科	0	train	10	别克|君威	别克君|越	别克|君威|图片|与|报价	别克君|越|2018|款	别克|君威|2018|款|报价	别克君|越|报价|及|图片	别克君|越|上市	别克|君威|gs	别克君|越|价格表	别克|君威|2018|款	PAD	0.262	0.192	0.07400000000000001	0.067	0.039	0.025	0.021	0.02	0.013999999999999999	0.012	0.0
北京|赛车	北京|赛车|pk|拾|在线|预测	影视	0	train	9	北京|赛车|开奖|结果	北京|赛车|pk10	北京|赛车|开奖|记录	北京|赛车|系统	北京|赛车|计划	北京|赛车|开奖	北京|赛车|pk|拾	北京|赛车|pk|开奖|直播	北京|赛车|pk10|历史|记录	PAD	PAD	0.064	0.06	0.038	0.038	0.034	0.032	0.025	0.017	0.015	0.0	0.0
博雅	博雅|中国|象棋	游戏	1	train	10	博雅斗|地主	博雅|学校	博雅|计划	博雅|地名网	博雅网	博雅|德州|扑克	博雅|象棋	博雅|中国|象棋	博雅|地图网	博雅|中学	PAD	0.067	0.036000000000000004	0.031	0.027999999999999997	0.027999999999999997	0.025	0.025	0.022000000000000002	0.021	0.021	0.0
白带	白带|发|黄	百科	0	train	10	白带|发|黄	白带|带|血	白带|多|是|什么|原因	白|带|多	白带|棕褐色	白带|异常	白带|褐色	白带|是|什么	白带|发|黄|是|怎么|回|事	白带|增多	PAD	0.083	0.046	0.042	0.033	0.027000000000000003	0.021	0.017	0.017	0.011000000000000001	0.01	0.0
陈道明	演员|陈道明|的|父亲	知道	0	train	9	陈道明|的|女儿|陈格|去世	陈道明|电视剧|大全	陈道明|力挺|崔永元	陈道明|图片|大全	陈道明|个人|资料	陈道明|主演|的|电视剧	陈道明|老婆	陈道明|的|电视剧	陈道明|玩烂|左小青	PAD	PAD	0.048	0.03	0.028999999999999998	0.025	0.015	0.013999999999999999	0.009000000000000001	0.009000000000000001	0.008	0.0	0.0
阴阳|石	阴阳|石	百科	1	train	9	阴阳|石头|图片|欣赏	阴阳|石头|图片	阴阳|石|百度|百科	阴阳|石|小说	阴阳|石|在|哪里	阴阳|石|十|大|景观	阴阳|石|图片	阴阳|石|好|恶心	阴阳|石|图片|大|全集	PAD	PAD	0.06	0.028999999999999998	0.027000000000000003	0.026000000000000002	0.025	0.016	0.013999999999999999	0.013000000000000001	0.011000000000000001	0.0	0.0
助学	关于|大学|助学|贷款|没|还|上|怎么办	知道	0	train	10	助学金|申请书	助学|贷款	助学金|贫困|申请书	助学|贷款|申请	助学金|申请|理由	助学|贷款|怎么|办理	助学|贷款|续贷|声明	助学|贷款|还款|流程	助学金|申请书|范文	助学金	PAD	0.172	0.08900000000000001	0.055	0.052000000000000005	0.028999999999999998	0.024	0.021	0.019	0.019	0.015	0.0
玄麦	玄麦|甘桔|颗粒	百科	0	train	10	玄麦|甘桔|颗粒	玄麦|甘桔|颗粒|适合|人群	玄麦|甘桔	玄麦|颗粒	玄麦|柑橘|颗粒	玄麦|柑桔|颗粒	玄麦|冲剂	玄麦|颗粒|的|功能|主治	玄麦|甘桔汤	玄麦|冲剂|的|功效|与|作用	PAD	0.511	0.077	0.033	0.028999999999999998	0.026000000000000002	0.024	0.02	0.019	0.018000000000000002	0.017	0.0
小炒鱼	小炒鱼	百科	0	train	2	小炒鱼|的|做法	小|炒鱼|怎么|做|好吃	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	0.569	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
广电	广电|总局|将|严查|合拍|片称|威胁|国产剧|市场	影视	0	train	10	广电|总局	广电|宽带	广电|网络|电视	广电|网络	广电|电话	广电|处罚|快手|抖音	广电|宽带|客服|电话|955	广电|客服	广电|客服|电话	广电|宽带|客服|电话	PAD	0.071	0.06	0.055	0.052000000000000005	0.05	0.038	0.025	0.02	0.017	0.016	0.0
支	支付宝	百科	0	train	10	支付宝	支付宝|客服|电话|多少	支付宝|怎么|借|钱	支原体|感染	支付宝|下载	支付宝|下载|手机|版|安卓	支气管炎	支付宝|转账|限额	支气管炎|的|症状	支付宝|提现|要|手续费|吗	PAD	0.159	0.027999999999999997	0.013999999999999999	0.012	0.012	0.01	0.01	0.009000000000000001	0.009000000000000001	0.006999999999999999	0.0
戏点	错点·戏点|鸳鸯	百科	0	train	10	戏点|鸳鸯	戏点|鸳鸯|电视剧|全集	戏点鸳鸯|席绢	戏点|鸳鸯|小说	戏点|鸳鸯|小说	戏点|鸳鸯|25	戏点|鸳鸯|22	戏点|鸳鸯|错点|鸳鸯	戏点|鸳鸯|24	戏点|鸳鸯|23	PAD	0.23600000000000002	0.175	0.126	0.09300000000000001	0.08	0.07200000000000001	0.036000000000000004	0.03	0.028999999999999998	0.022000000000000002	0.0
携程网	携程|旅行	应用	0	train	10	携程网	携程网|机票|查询	携程网|官网	携程|网页版	携程网|官方	携程网|电话	携程|网上|订|票	携程网|客服|电话	携程网|火车票|查询	携程网|旅游	PAD	0.306	0.04	0.033	0.021	0.02	0.008	0.008	0.004	0.004	0.003	0.0
佀	佀氏	百科	1	train	10	佀|怎么|读	佀|国旗	佀|国旗|反赌|戒赌|中心	佀海平	佀|怎么|读音	佀|姓	佀传周|图片	佀同俊	佀|建设	佀传周	PAD	0.743	0.055999999999999994	0.044000000000000004	0.027000000000000003	0.024	0.019	0.016	0.016	0.015	0.013999999999999999	0.0
欧阳维	欧阳维奇	百科	0	train	4	欧阳维建	欧阳维建|简介	欧阳维|建|收|徒弟|多少|钱	欧阳维建|的|受害者	PAD	PAD	PAD	PAD	PAD	PAD	PAD	0.461	0.297	0.151	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0
镇元	镇|元子	百科	1	train	10	镇元|大仙	镇|元子	镇|元子|的|来历	镇元|大仙|的|来历	镇元斋	镇元|子逍|遥录	镇|元子暮沉夕阳	镇元|仙途	镇元|大道	镇元|五|行|大道	PAD	0.20199999999999999	0.201	0.059000000000000004	0.057999999999999996	0.049	0.048	0.036000000000000004	0.035	0.034	0.027999999999999997	0.0
炒|鸭胗	炒|鸭胗|的|做法	菜谱	1	train	4	炒|鸭胗|的|做法	炒|鸭|胗|不|会|硬|的|技巧	炒|鸭胗|的|做法|大全	炒|鸭胗|需要|焯水|吗	PAD	PAD	PAD	PAD	PAD	PAD	PAD	0.287	0.191	0.102	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0
王士	王士禛|纪念馆	景点	0	train	10	王士禛	王士祯|是|哪个|朝代|的	王士次	王士珍	王士祯	王士禛|是|哪个|朝代|的	王士禛|是|哪个|朝代	王士祯|的|诗	王士秅|是|哪个|朝代|的	王士民	PAD	0.18899999999999997	0.122	0.12	0.076	0.076	0.037000000000000005	0.031	0.026000000000000002	0.024	0.02	0.0
天天|乐	天天|乐|四|味|脾胃|舒|颗粒	健康	0	train	9	天天|乐|学	天天|乐棋牌	天天|乐学|学生|版|下载	天天|乐|彩票	天天|乐彩	天天|乐学|app	天天|乐学|英语	天天|乐学|学生版|app	天天|乐|彩票|app	PAD	PAD	0.16899999999999998	0.105	0.09699999999999999	0.061	0.032	0.023	0.022000000000000002	0.02	0.017	0.0	0.0
盐酸地	盐酸|地|芬尼多片	健康	0	train	10	盐酸|地|芬尼多片	盐酸|地|芬尼多片|的|作用	盐酸|地|芬尼多片|说明书	盐酸地尔硫卓片	盐酸地尔硫卓|缓释|胶囊	盐酸|地|芬尼|多	盐酸地尔硫卓片|作用	盐酸地尔硫卓	盐酸|地|芬尼|中毒|痛苦|吗	盐酸|地|芬尼片|死亡|案例	PAD	0.493	0.21600000000000003	0.068	0.063	0.019	0.013000000000000001	0.01	0.006	0.005	0.005	0.0
社会	社会|扶贫	应用	1	train	9	社会|实践|报告	社会|保障卡	社会主义|核价值观|内容	社会|实践|心得|体会	社会主义|核心|价值观	社会|摇	社会|语录	社会|保障卡|有|什么|用	社会|潮图	PAD	PAD	0.031	0.021	0.021	0.02	0.019	0.011000000000000001	0.01	0.009000000000000001	0.009000000000000001	0.0	0.0
草鱼	草鱼|汤|怎么|做|好吃	健康	0	train	10	草鱼|怎么|做|好吃	草鱼|的|做法	草鱼|图片	草鱼|的|做法|大全	草鱼|怎么|钓	草鱼|的|家常|简单|做法	草鱼|怎么|炖|好吃|又|简单	草鱼|价格	草鱼|炖|豆腐	草鱼|的|家常|做法	PAD	0.213	0.086	0.027999999999999997	0.027000000000000003	0.021	0.011000000000000001	0.01	0.009000000000000001	0.009000000000000001	0.008	0.0
口臭	口臭|是|什么|原因|引起|的	经验	1	train	10	口臭|是|什么|原因	口臭|怎么|办|该|怎样|消除	口臭|的|土|方法	口臭|吃|什么|药	口臭|怎么办	口臭|的|解决|方法	口臭|的|原因	口臭|咋|治疗	口臭|的|原因|和|治疗|方法	口臭|严重|怎么|治	PAD	0.22699999999999998	0.188	0.054000000000000006	0.053	0.024	0.021	0.017	0.017	0.015	0.013000000000000001	0.0
广场	糖豆|广场舞|视频	快应用	1	train	10	广场舞	广场舞|视频	广场|舞|16|步	广场舞|视频|大全	广场舞|一|晃|就|老|了	广场|舞|歌曲	广场|舞|入门	广场舞|大全	广场舞|一|晃|就|老|了|16|步	广场|舞|小|苹果	PAD	0.11699999999999999	0.091	0.053	0.035	0.023	0.019	0.018000000000000002	0.016	0.013000000000000001	0.006999999999999999	0.0
中英文|翻译	中英文|翻译	百科	1	train	10	中英文|翻译器	中英文|翻译|在线|翻译	中英文|翻译器|带|语音	中英文|翻译器|在线|翻译	中英文|翻译|软件	中英文|翻译|在线	中英文|翻译	中英文|翻译器|带|声音	中英文|翻译|软件|拍照	中英文|翻译|软件|哪个|好	PAD	0.083	0.037000000000000005	0.023	0.022000000000000002	0.005	0.005	0.003	0.003	0.003	0.002	0.0
蓝芩	蓝|芩|口服液	健康	1	train	10	蓝|芩|口服液	蓝|芩|口服液|儿童|用量	蓝|芩|口服液|说明书	蓝|芩|口服液|价格	蓝|芩|口服液|多少|钱|一|盒	蓝芩|和|蒲地|蓝|哪个|好	蓝芩|颗粒	蓝|芩|口服液|多少|钱	蓝|芩|口服液|怎么样	蓝芩|和|蒲地蓝|的|区别	PAD	0.623	0.086	0.042	0.03	0.026000000000000002	0.016	0.013000000000000001	0.009000000000000001	0.009000000000000001	0.008	0.0
pdf	pdf|转|word|工具	百科	0	train	10	pdf|转|word	pdf|是|什么	pdf|阅读器	pdf|格式	pdf|转|图片	pdf|转|ppt	pdf|怎么|编辑	pdf|转换|成|word	pdf|编辑器	pdf|怎么|转换|成|word	PAD	0.19899999999999998	0.073	0.055999999999999994	0.03	0.019	0.019	0.017	0.013999999999999999	0.013999999999999999	0.013999999999999999	0.0
透视|小	透视|小医神	百科	0	train	10	透视|小|邪医	透视|小医神	透视|小|房东	透视|小|神农	透视|小|神医	透视|小|村|医	透视|小|神棍	透视|小|神医|刘芒	透视|小|房东|秦逸|免费	透视|小|地主	PAD	0.159	0.096	0.081	0.068	0.051	0.05	0.04	0.017	0.017	0.016	0.0
字字	字字珠玑	阅读	0	train	10	字字珠玑	字字珠玑|什么|意思	字字|诛心	字字千金	字字珠玑|2c|言之凿凿	字字|诛心|什么|意思	字字|笔顺	字字珠玑|的|意思	字字|看来|都|是|血	字字|开头|的|成语	PAD	0.33899999999999997	0.272	0.04	0.027000000000000003	0.022000000000000002	0.022000000000000002	0.022000000000000002	0.019	0.015	0.012	0.0
醉	醉|赤壁	音乐	0	train	8	醉翁|亭记	醉|梦|前尘	醉翁亭|记|原文	醉翁亭|记|翻译	醉|赤壁	醉|千|年	醉玲珑	醉|千|年|李|袁杰	PAD	PAD	PAD	0.113	0.031	0.028999999999999998	0.024	0.019	0.017	0.017	0.01	0.0	0.0	0.0
比亚迪唐	汽车|报价|大全	应用	0	train	10	比亚迪|唐二代	比亚迪唐|新|能源	比亚迪唐|多少|钱	比亚迪唐|dm	比亚迪|唐二代|燃油版	比亚迪唐|7|座|版	比亚迪|唐燃油|版	比亚迪唐|价格	比亚迪|唐|2	比亚迪唐|怎么样	PAD	0.16	0.044000000000000004	0.036000000000000004	0.02	0.012	0.011000000000000001	0.011000000000000001	0.009000000000000001	0.006999999999999999	0.006	0.0
食管癌	食管癌|切除术	百科	1	train	10	食管癌|早期|症状	食管癌|晚期|能|活|多久	食管癌|分期	食管癌|症状	食管癌|手术|后|的|寿命	食管癌|百度|百科	食管癌|治疗	食管癌|手术	食管癌|晚期	食管癌|的|症状	PAD	0.193	0.024	0.023	0.02	0.019	0.016	0.016	0.015	0.013000000000000001	0.011000000000000001	0.0
脚气	水泡型|脚气|怎么|治疗	经验	1	train	10	脚气|怎么|治	脚气|怎么|根治	脚气|图片	脚气|起|水泡	脚气|症状	脚气|的|原因	脚气|用|什么|药	脚气|用|什么|药|最|好	脚气|治疗	脚气病	PAD	0.249	0.071	0.061	0.027999999999999997	0.026000000000000002	0.02	0.017	0.01	0.01	0.006999999999999999	0.0
鲜鱼	香鲜|鱼头|豆腐汤|的|做法	菜谱	0	train	10	鲜鱼|汤|的|做法	鲜鱼|怎么|做|好吃	鲜鱼|汤	鲜鱼|口	鲜鱼|口|老字号|美食街	鲜鱼|汤|的|做法|大全	鲜鱼糊|汤粉	鲜鱼|怎么|保存	鲜鱼|口|有|什么|好吃|的	鲜鱼|吃|多|了|打|一|字	PAD	0.255	0.12	0.092	0.062	0.052000000000000005	0.048	0.027000000000000003	0.025	0.025	0.024	0.0
湖南|中医	湖南|中医药|大学	百科	1	train	10	湖南|中医药|大学	湖南|中医药|大学|是|几|本	湖南|中医|大学	湖南|中医药|大学|官网	湖南|中医药|大学|官网方	湖南|中医附|一	湖南|中医药	湖南|中医|学院	湖南|中医药|大学|贴吧	湖南|中医药|专科学校	PAD	0.652	0.04	0.031	0.023	0.02	0.016	0.013000000000000001	0.011000000000000001	0.01	0.009000000000000001	0.0
茉莉	茉莉花|的|养殖|方法	经验	0	train	10	茉莉花	茉莉花茶	茉莉茶|的|功效|与|作用	茉莉花|简谱	茉莉花花语	茉莉花|图片	茉莉|广场舞	茉莉花|怎么|养	茉莉|的|折法	茉莉|公主	PAD	0.154	0.068	0.028999999999999998	0.026000000000000002	0.018000000000000002	0.016	0.015	0.015	0.015	0.013000000000000001	0.0
mt|管理器	mt|管理器|需要|root|才|可以|使用|吗	知道	0	train	10	mt|管理器|下载	mt|管理器|修改|迷你|世界	mt|管理器|怎么|用	mt|管理器|破解|版	mt|管理器|破解|游戏|教程	mt|管理器|20	mt|管理器|30|永久|会员|版	mt|管理器|使用|教程	mt|管理器|下载|中文版	mt|管理器|老|版本	PAD	0.10099999999999999	0.042	0.040999999999999995	0.025	0.024	0.019	0.017	0.016	0.01	0.009000000000000001	0.0
世纪|佳缘	世纪|佳缘|交友网	网站	1	train	10	世纪|佳缘|会员|登录	世纪|佳缘|登录|我|的|佳缘	世纪|佳缘|登录|个人|登录	世纪|佳缘|会员|免费|登录	世纪|佳缘网	世纪|佳缘|登录	世纪|佳缘|会员|个人|登录	世纪|佳缘|会员|搜索	世纪|佳缘|网页|版	世纪|佳缘网|登录	PAD	0.126	0.061	0.061	0.023	0.016	0.016	0.015	0.011000000000000001	0.009000000000000001	0.004	0.0
浙	浙江|政务|服务网	网站	0	train	9	浙江|大学	浙江|卫视	浙江	浙江|风采网	浙江|11|选|五开奖|结果	浙江|苍南|奸杀|女|警案	浙江|卫视|节目表	浙江|师范大学	浙江|教育|考试|院	PAD	PAD	0.055999999999999994	0.015	0.013000000000000001	0.013000000000000001	0.013000000000000001	0.013000000000000001	0.013000000000000001	0.013000000000000001	0.013000000000000001	0.0	0.0
平安	平安|普惠	应用	0	train	10	平安|e|行销网	平安|e|行销	平安|保险	平安|金|管家	平安|银行	平安|普惠	平安|银行|信用卡	平安|好|医生	平安|保险|电话	平安|银行|电话	PAD	0.085	0.046	0.032	0.027000000000000003	0.026000000000000002	0.017	0.016	0.015	0.013999999999999999	0.013000000000000001	0.0
中南	中南大学	百科	1	train	8	中南大学	中南|财经|政法|大学	中南|民族|大学	中南|林业|科技|大学	中南|大学|教务|管理|系统	中南海|香烟	中南|民族|大学|官网	中南海|烟	PAD	PAD	PAD	0.21100000000000002	0.099	0.084	0.068	0.033	0.013000000000000001	0.01	0.01	0.0	0.0	0.0
小学|二	小学|二|年级|语文	百科	1	train	10	小学|二|年级|数学题	小学|二|年级|语文|上册	小学|二|年级|日记	小学|二|年级|用|睛字组词	小学|二|年级|作文	小学|二|年级|日记|50|字	小学|二|年级|数学	小学|二|年级|200|字	小学|二|年级|日记|100|字	小学|二|年级|语文	PAD	0.065	0.039	0.033	0.03	0.027000000000000003	0.024	0.019	0.015	0.013999999999999999	0.012	0.0
