prefix	title	tag	label	flag	num	text_1	text_2	text_3	text_4	text_5	text_6	text_7	text_8	text_9	text_10	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
作业|盒子	作业|盒子|小学	应用	1	train	10	作业|盒子|小学	作业|盒子|小学|下载	作业|盒子|小学|学生|端	作业|盒子|学生|端	作业|盒子	作业|盒子|下载	作业|盒子|中学	作业|盒子|家长|端	作业|盒子|小学|下载安装	作业|盒子|小学老师|端	0.126	0.098	0.057	0.030	0.025	0.020	0.011	0.010	0.009	0.008
炒|馒头	炒|馒头	百科	1	train	10	炒|馒头|的|做法	炒|馒头|怎么|做|好吃	炒|馒头|丁	炒|馒头|的|做法|大|全家|常	炒|馒头|怎么|做	炒|馒头|片	炒|馒头|片|的|做法	炒|馒头|的|家常|做法	炒|馒头|百度|百科	炒|馒头|丁|的|做法	0.376	0.168	0.087	0.028	0.016	0.013	0.009	0.007	0.005	0.005
唐三	唐三	百科	1	train	10	唐三|图片	唐三彩	唐三魂|环	唐三少	唐三彩|是|哪三彩	唐三|图片|最帅|的|图片	唐三藏	唐三|探入|小舞|大腿	唐三在|木桶|里|操小舞	唐三小舞	0.052	0.041	0.028	0.023	0.022	0.017	0.017	0.015	0.013	0.012
肺结	肺结核	百科	1	train	10	肺结核	肺结核|的|早期|症状	肺结核|会|传染|吗	肺结核|能治好|吗	肺结核|症状	肺|结节	肺结核|传染|吗	肺结核|的|症状	肺结核|是|怎么|引起|的	肺结核|检查	0.170	0.127	0.088	0.054	0.047	0.029	0.010	0.007	0.007	0.006
作业|盒子	作业|盒子	百科	1	train	10	作业|盒子|小学	作业|盒子|小学|下载	作业|盒子|小学|学生|端	作业|盒子|学生|端	作业|盒子	作业|盒子|下载	作业|盒子|中学	作业|盒子|家长|端	作业|盒子|小学|下载安装	作业|盒子|小学老师|端	0.126	0.098	0.057	0.030	0.025	0.020	0.011	0.010	0.009	0.008
极品|妖孽	极品|妖孽|学生	阅读	1	train	10	极品|妖孽|至尊	极品|妖孽|兵王	极品|妖孽|霸主	极品|妖孽|小村|医	极品|妖孽|学生	极品|妖孽|至尊|楚风	极品|妖孽|至尊|断|骨伤	极品|妖孽|至楚风	极品|妖孽|至尊|断|骨伤	极品|妖孽|至尊|断|骨伤|txt	0.230	0.161	0.095	0.078	0.060	0.043	0.037	0.032	0.010	0.009
武功山	安福|武功山	景点	0	train	10	武功山|在|哪里	武功山|天气	武功山|攻略	武功山|门票	武功山|帐篷|节	武功山|旅游|攻略	武功山|天气预报	武功山|帐篷|节|2018	武功山|二日游|详细|攻略	武功山|门票|多少|钱	0.101	0.081	0.066	0.025	0.023	0.016	0.015	0.013	0.012	0.011
最强|高手	最强|高手|在|都市	百科	1	train	10	最强|高手|在|都市	最强|高手|在|都市|林易	最强|高手|在|都市|之林易	最强|高手|俏|总裁	最强|高手|在|校园	最强|高手|系统	最强|高手|系统|小说	最强|高手|混|都市|小说	最强|高手|在|校园|小说	最强|高手|在|都市|txt|下载	0.535	0.236	0.049	0.034	0.023	0.016	0.015	0.008	0.007	0.005
炒|粉丝	素|炒|粉丝	百科	0	train	10	炒|粉丝|的|做法|大全	炒|粉丝|的|家常|做法	炒|粉丝|的|做法	炒|粉丝|如何|不|粘到|一起	炒|粉丝|怎么|做	炒|粉丝|怎么|让|不|粘|不|坨	炒|粉丝|百度|百科	炒|粉丝|的|做法|大|全家|常	炒|粉丝|图片	炒|粉丝|的|做法|大全|视频	0.320	0.127	0.071	0.019	0.011	0.007	0.006	0.004	0.004	0.004
睡	睡前|故事	百科	0	train	10	睡前|故事	睡前|一个|动作|暴瘦|肚子	睡前|故事|在线听	睡前|小|故事	睡前|故事|文字版	睡觉|的|女人	睡前|故事|大全	睡不着|图片	睡觉|流口水|是|怎么回事	睡不醒|头	0.088	0.026	0.025	0.022	0.017	0.014	0.012	0.012	0.011	0.010
甲|钴	甲|钴|胺|胶囊	百科	0	train	10	甲|钴|胺|片治|什么|病	甲|钴|胺|片	甲|钴|胺	甲|钴|胺|胶囊	甲|钴|胺|分散片	甲|钴|胺|片|主要|治|什么|病	甲|钴|胺|胶囊|治|什么|病	甲|钴|胺|注射液	甲|钴|胺|副作用	甲|钴|胺|注射|作用|是|什么	0.265	0.163	0.156	0.066	0.045	0.039	0.019	0.018	0.013	0.008
赶集	赶集|招聘网	网站	1	train	10	赶集网	赶集网|官网	赶集网|找|工作	赶集网|租房	赶集网|招聘	赶集|租房网	赶集|招聘网	赶集网|招聘|找|工作|2018	赶集网|二手房	赶集网|官网|首页	0.460	0.152	0.058	0.051	0.029	0.023	0.018	0.018	0.011	0.008
首约	首汽|约车	应用	1	train	10	首约|汽车	首约|司机	首约|汽车|怎么样	首约|汽车|司机|要求	首约|司机|端	首约|汽车|司机|端|下载	首约|汽车|客服|电话	首约|汽车|司机|端	首约|司机|怎么|加盟	首约|司机|客服|电话	0.296	0.146	0.086	0.063	0.058	0.055	0.036	0.027	0.021	0.018
红尘	红尘|情歌|高安	百科	0	train	10	红尘|情歌	红尘|情歌|原唱	红尘|情歌|歌词	红尘|滚滚|滚	红尘|染尽|不成|悲	红尘|情歌|简谱	红尘|情歌|广场|舞	红尘|客栈	红尘|来|去|一场|梦	红尘|情歌|原唱|对唱|播放	0.185	0.095	0.045	0.029	0.022	0.018	0.014	0.014	0.014	0.013
酱牛肉	酱牛肉	百科	0	train	10	酱牛肉|的|做法	酱牛肉|的|做法|大|全家|常	酱牛肉|的|家常|做法	酱牛肉|做法	酱牛肉|怎么|做	酱牛肉|培训	酱牛肉|配方	酱牛肉|怎么|做|好吃	酱牛肉|图片	酱牛肉|百度|百科	0.261	0.054	0.048	0.046	0.043	0.013	0.011	0.011	0.009	0.008
美柚	妈妈|网|孕育	应用	0	train	10	美柚|app|下载	美柚|孕期	美柚|经期|助手	美柚|app	美柚准|吗	美柚|下载	美柚|app|下载安装	美柚|官网	美柚|女生|助手	美柚|怎么|测|男女	0.233	0.105	0.077	0.055	0.026	0.016	0.013	0.006	0.005	0.004
耳垂	耳垂	百科	0	train	10	耳垂|里面|长|了|个|硬|疙瘩	耳垂|有|痣	耳垂|有|硬块|是|艾滋病	耳垂|下面|长|了|个|硬|疙瘩	耳垂|里|有|硬|疙瘩	耳垂|大	耳垂|长痘	耳垂|根|部长|了|个|硬|包图	耳垂|上|有|痣	耳垂|正下方|淋巴结|图片	0.192	0.038	0.038	0.030	0.028	0.024	0.017	0.015	0.013	0.011
大地|艺术	梦想|大地|艺术|博物馆|-|旅游|攻略	旅游	0	train	2	大地|艺术|学校	大地|艺术家	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	0.304	0.162	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
董明珠	董明珠	百科	0	train	9	董明珠|简历	董明珠|最新消息	董明珠|儿子	董明珠|图片	董明珠|老公	董明珠|送|员工|房	董明珠|的|私生活	董明珠|年龄	董明珠|汽车	PAD	0.032	0.021	0.015	0.014	0.013	0.013	0.011	0.010	0.009	0.000
螺旋藻	凉拌|螺旋藻|的|做法	菜谱	0	train	10	螺旋藻|片|的|功效|与|作用	螺旋藻|的|功效|与|作用	螺旋藻|怎么|吃	螺旋藻|片	螺旋藻|什么|人|不|适合|吃	螺旋藻|的|功效	螺旋藻|吃|多|了|得|肝癌	螺旋藻|的|副作用|及|禁忌	螺旋藻|的|正确|食用方法	螺旋藻|压片|糖果	0.311	0.090	0.035	0.029	0.027	0.018	0.011	0.009	0.008	0.007
口苦	口苦	百科	0	train	10	口苦|是|什么|原因	口苦|是|什么|原因|引起|的	口苦|是|癌症|的|信号	口苦|吃|什么|药|最|有效	口苦|吃|什么|药	口苦|口干|是|什么|原因	口苦|口臭|怎么办	口苦|口臭	口苦|是|怎么回事	口苦|怎么办	0.265	0.141	0.085	0.053	0.052	0.025	0.018	0.017	0.017	0.014
御	御姐|归来	影视	0	train	10	御宅屋	御|书屋	御宅屋|自由|阅读网	御天|邪神	御书|宅|自由|小说|阅读	御姐|归来	御宅	御美|宝典|小说	御用|兵王	御书|尾|自由|小说|阅读网	0.279	0.070	0.047	0.027	0.022	0.019	0.014	0.013	0.011	0.010
伊利|金领|冠珍	伊利|金领|冠珍护|婴儿|配方|奶粉|1|段|0|-|6|月|900|克|罐装	商品	1	train	10	伊利|金领|冠珍护	伊利|金领|冠珍护|怎么样	伊利|金领|冠珍护|汞|超标	伊利|金领|冠珍护|白金版	伊利|金领|冠珍护|1|段	伊利|金领|冠珍护|配方	伊利|金领|冠珍护|价格	伊利|金领|冠珍护|价格表	伊利|金领|冠珍护|事件	伊利|金领|冠珍护|奶粉	0.646	0.123	0.053	0.041	0.040	0.028	0.019	0.015	0.013	0.012
阙	阙	百科	0	train	9	阙|怎么|读	阙清子	阙|怎么|读音	阙清子|纪凌尘	阙|的|读音	阙清子|怎么|读	阙|的|拼音	阙清子|微博	阙|的|意思	PAD	0.320	0.159	0.141	0.080	0.030	0.024	0.015	0.009	0.007	0.000
排骨	玉米|排骨汤|的|做法	菜谱	0	train	10	排骨|的|做法|大全	排骨汤	排骨汤|的|做法	排骨|的|做法	排骨汤|的|做法|大全	排骨|炖|土豆	排骨|怎么|做|好吃	排骨|炖|玉米	排骨|教主	排骨|炖|豆角	0.175	0.076	0.063	0.031	0.031	0.030	0.025	0.018	0.015	0.010
韭菜	韭菜|盒子|怎么|做	经验	0	train	10	韭菜花|的|做法	韭菜|炒鸡蛋	韭菜|盒子	韭菜|盒子|的|做法	韭菜|鸡蛋|馅|怎么|调	韭菜|鸡蛋|饺子	韭菜|鸡蛋|饺子馅|的|做法	韭菜花	韭菜|鸡蛋|馅饼	韭菜|饺子	0.043	0.043	0.036	0.032	0.015	0.013	0.013	0.013	0.013	0.012
go|桌面	中华|万年历|-|日历|天气	应用	0	train	5	go|桌面|下载	go|桌面主题	go|桌面|安全|版|下载	go|桌面|怎么|隐藏|应用	go|桌面|怎么|设置|默认	PAD	PAD	PAD	PAD	PAD	0.219	0.041	0.030	0.024	0.015	0.000	0.000	0.000	0.000	0.000
微|信号	怎么|再|申请|一个|微|信号	经验	0	train	10	微|信号|怎么|修改	微|信号|注册	微|信号|怎么|改	微|信号|申请	微|信号|怎么|注销	微|信号|可以|改|吗	微|信号|注册|网站	微|信号|怎么|申请	微|信号|第二次|修改|技巧	微|信号|怎么|修改|第二次	0.176	0.055	0.046	0.030	0.028	0.019	0.015	0.014	0.014	0.013
168	168|开奖|现场	百科	1	train	9	168|开奖|现场	1688|阿里巴巴|批发网	1688	168|开奖|现场直播|结果	168|开奖|马|现场直播|结果	1688|批发网	168|彩票	1688|货源|网	168|开奖|结果	PAD	0.460	0.079	0.063	0.021	0.010	0.010	0.009	0.009	0.009	0.000
高德	高德|地图	百科	0	train	10	高德|地图	高德|地图|免费|导航	高德|导航	高德|地图|免费|下载	高德|地图|下载	高德|地图|导航	高德|顺风|车	高德|地图|在线|导航	高德|叫|车	高德|打车	0.475	0.087	0.056	0.044	0.031	0.021	0.015	0.009	0.007	0.006
上海市公安局	上海市公安局|徐汇|分局	百科	0	train	10	上海市公安局|局长	上海市公安局|官网	上海市公安局|电话	上海市公安局|松江|分局	上海市公安局|长	上海市公安局|网上|大厅	上海市公安局|浦东|分局	上海市公安局|案件|查询	上海市公安局|经侦|总队	上海市公安局|网站	0.134	0.114	0.049	0.047	0.038	0.031	0.030	0.026	0.023	0.022
lol	LOL|吧	百科	0	train	10	lol|官网	lol|亚运会|直播	lol|亚运会|视频	lol|亚运会	lol|手游	lol|账号|价值|查询	lol|亚运会|比赛|视频	lolhentai	lol|亚运会|赛程	lol|直播	0.091	0.040	0.022	0.020	0.016	0.015	0.012	0.011	0.011	0.010
黄姚	广西|贺州|的|黄姚|古镇|好玩|吗|去过|的|朋友|请|说|说	知道	0	train	10	黄姚|古镇	黄姚|古镇|在|哪里	黄姚|古镇|旅游|攻略	黄姚|古镇|旅游	黄姚|古镇|门票	黄姚|古镇|图片	黄姚|古镇|住宿	黄姚|古镇|最佳|旅游|时间	黄姚|古镇|六点|后|不|收费	黄姚|古镇|天气	0.430	0.126	0.104	0.059	0.023	0.021	0.021	0.016	0.014	0.012
佳音	宫颈|糜烂|可以|用|佳音|吗	健康	1	train	10	佳音|妇科|药|效果|怎么样	佳音|益生菌	佳音|英语	佳音|赫连|正云|全文|阅读	佳音|益生菌|效果|怎么样	佳音|赫连|正云|免费|阅读	佳音|医院	佳音|赫连|正云|小说|免费	佳音|可欺	佳音|如梦	0.195	0.138	0.077	0.059	0.023	0.023	0.019	0.018	0.016	0.016
文字|控	文字|控吧	应用	0	train	10	文字|控|图片	文字|控|壁纸	文字|控|别碰|我|手机|图片	文字|控|图片|白底黑字	文字|控说|说	文字|控|图片|大全|2018|款	文字|控|头像	文字|控|很|火|的|说|说	文字|控|背景	文字|控|很|火|的|说|说|图片	0.322	0.071	0.051	0.030	0.027	0.019	0.015	0.014	0.010	0.010
尿	尿痛|尿急	知道	0	train	10	尿酸|高	尿毒症	尿|出来|白色|液体	尿毒症|早期|症状	尿酸|高|的|原因	尿路感染	尿毒症|症状	尿道|上裂	尿频|是|怎么回事	尿路感染|症状	0.020	0.018	0.018	0.017	0.014	0.013	0.012	0.012	0.011	0.010
美目|盼	巧笑倩兮|美目盼兮	百科	0	train	6	美目盼兮	美目盼兮|巧笑倩兮	美目盼兮|的|意思	美目盼兮|什么|意思	美目盼兮|前|一句	美目盼兮|巧笑倩兮	PAD	PAD	PAD	PAD	0.527	0.326	0.064	0.031	0.030	0.022	0.000	0.000	0.000	0.000
冬瓜|的|功效	冬瓜|的|功效|与|作用	百科	1	train	4	冬瓜|的|功效|与|作用	冬瓜|的|功效|与|作用|禁忌	冬瓜|的|功效|与|作用|害处	冬瓜|的|功效|和|作用	PAD	PAD	PAD	PAD	PAD	PAD	0.522	0.099	0.057	0.003	0.000	0.000	0.000	0.000	0.000	0.000
北京吉普	北京吉普	汽车	0	train	10	北京吉普|212	北京|吉普车|报价|及|图片	北京吉普|bj40	北京吉普|bj40|买|后悔|了	北京吉普|suv|报价	北京吉普|新款|越野车	北京|吉普车	北京吉普|212|最新款	北京吉普|牧马人	北京吉普|越野车|报价	0.195	0.163	0.074	0.036	0.027	0.027	0.023	0.014	0.011	0.008
卫衣	卫衣	百科	1	train	10	卫衣|搭配	卫衣|搭配|什么|裤子|好看	卫衣|品牌	卫衣|女	卫衣|款式|图	卫衣|戴帽子|女生|头像	卫衣配|什么|裤子	卫衣|图片	卫衣|怎么|叠	卫衣配|什么|裤子|好看|女	0.156	0.072	0.022	0.021	0.020	0.019	0.017	0.014	0.012	0.012
咸	咸鱼|也|可以|翻身	阅读	0	train	10	咸素媛	咸阳|天气	咸鱼	咸阳	咸鱼|网	咸阳|城东|楼	咸阳|师范学院	咸阳|天气预报	咸鱼翻身|的|正确|姿势	咸鱼|网官|网|二手	0.033	0.033	0.028	0.026	0.023	0.018	0.017	0.014	0.013	0.010
唇亡	唇亡齿寒|是|指|什么|生肖	知道	1	train	10	唇亡齿寒	唇亡齿寒|的|意思	唇亡齿寒|的|故事	唇亡齿寒|造句	唇亡齿寒|文言文|翻译	唇亡齿寒|的|出处|和|含义	唇亡齿寒|的|近义词	唇亡齿寒|的|典故	唇亡齿寒|的|意思|和|典故	唇亡齿寒|是|什么|意思	0.395	0.297	0.057	0.035	0.033	0.020	0.020	0.015	0.010	0.010
希望|风	第三套|全国|小学生|广播体操|:|希望|风帆	音乐	1	train	10	希望|风帆|广播体操	希望|风帆	希望|风帆|广播体操|视频	希望|风帆|分解|动作|视频	希望|风帆|分解|动作	希望|风帆|视频	希望|风帆|音乐	希望|风帆	希望|风帆|广播体操|音乐	希望|风帆|镜面|示范	0.309	0.277	0.222	0.057	0.030	0.021	0.018	0.015	0.013	0.013
王源	王俊凯|为什么|亲吻|王源	知道	0	train	9	王源|微博	王源|整容|前真|吓人	王源|高考	王源|图片|2018|新|照片	王源|照片	王源|的|真实|姓名	王源|身高	王源|婚纱照	王源|行程	PAD	0.031	0.017	0.013	0.013	0.011	0.010	0.010	0.006	0.006	0.000
潮|宏基	潮|宏基	百科	1	train	10	潮|宏基|这个|品牌|怎么样	潮|宏基|是|什么|档次|的	潮|宏基|官网	潮|宏基|股|吧	潮|宏基|千股|千评|同花顺	潮|宏基|股票	潮|宏基|珠宝	潮|宏基|项链	潮|宏基|什么|档次	潮|宏基|和|周大福|哪个|好	0.161	0.098	0.095	0.065	0.043	0.038	0.019	0.016	0.014	0.013
大乐	体彩|大乐透|怎么|玩	经验	1	train	10	大乐透|开奖|结果	大乐透	大乐透|走势图	大乐透|开奖	大乐透|开|结果	大乐透|开奖号码	大乐透|开奖|结果|查询	大乐透|走|基本|势图	大乐透|预测	大乐透|走势图|带|连线|图	0.305	0.147	0.104	0.084	0.072	0.025	0.013	0.012	0.008	0.008
大众	大众|点评	应用	0	train	10	大众|辉腾	大众汽车	大众|朗逸	大众|cc	大众|点评	大众|迈腾	大众|polo	大众|车价	大众|速腾	大众|探歌	0.035	0.032	0.029	0.029	0.018	0.015	0.014	0.014	0.012	0.011
大众	汽车报价|大全	应用	0	train	10	大众|辉腾	大众汽车	大众|朗逸	大众|cc	大众|点评	大众|迈腾	大众|polo	大众|车价	大众|速腾	大众|探歌	0.035	0.032	0.029	0.029	0.018	0.015	0.014	0.014	0.012	0.011
列车	携程|旅行	应用	0	train	9	列车|时刻表|查询	列车|时刻表	列车|时刻表|查询|2018|年	列车|时刻表|查询|最新	列车时刻	列车|时刻表|车次|查询	列车|超辣|短篇	列车|查询	列车|晚点|查询	PAD	0.563	0.280	0.014	0.006	0.005	0.005	0.004	0.003	0.003	0.000
大众	大众	汽车	1	train	10	大众|辉腾	大众汽车	大众|朗逸	大众|cc	大众|点评	大众|迈腾	大众|polo	大众|车价	大众|速腾	大众|探歌	0.035	0.032	0.029	0.029	0.018	0.015	0.014	0.014	0.012	0.011
大众	汽车报价|大全	应用	0	train	10	大众|辉腾	大众汽车	大众|朗逸	大众|cc	大众|点评	大众|迈腾	大众|polo	大众|车价	大众|速腾	大众|探歌	0.035	0.032	0.029	0.029	0.018	0.015	0.014	0.014	0.012	0.011
好吃|的|家常菜	好吃|的|家常菜|100|样	百科	0	train	8	好吃|的|家常菜|做法|大全	好吃|的|家常菜|有|哪些	好吃|的|家常菜|做法	好吃|的|家常菜|图片	好吃|的|家常菜|谱	好吃|的|家常菜|都|有|什么	好吃|的|家常菜|窍门	好吃|的|家常菜|名字|大全	PAD	PAD	0.079	0.039	0.015	0.014	0.009	0.002	0.002	0.001	0.000	0.000
114	114|预约|挂号|网	应用	0	train	8	114|查询	114|是|什么|电话	114|查|违章	114|查询|网	114|任务|平台	114|挂号	114|电话|查询	114|在线|查询电话	PAD	PAD	0.067	0.039	0.027	0.023	0.022	0.021	0.020	0.016	0.000	0.000
手工|制作	快乐|手工|制作	百科	0	train	10	手工|制作|大全|图片	手工|制作|大全	手工|制作|加盟	手工|制作|大全|图片|步骤	手工|制作|视频	手工|制作|diy	手工|制作|花	手工|制作|简单|漂亮|风铃	手工|制作|玫瑰花	手工|制作|大全|图解	0.084	0.036	0.024	0.016	0.013	0.011	0.007	0.007	0.006	0.006
小红	小红书	应用	1	train	10	小红书	小红帽	小红书|的|东西|是|正品|吗	小红帽|的|故事	小红书|是|什么	小红点	小红点|不痛不痒	小红帽|故事	小红书|app	小红帽|简谱	0.154	0.086	0.064	0.064	0.023	0.022	0.021	0.014	0.012	0.011
于成	于成龙	影视	0	train	10	于成龙	于成龙|电视剧|全集|40|集	于成龙|电视剧|全集	于成龙|简介	于成龙|官至|几品	于成龙|电视剧	于成龙|传	于成龙|去|县衙|要饭|那集	于成龙|演员表	于成龙|斩|赫里|是|真的|吗	0.521	0.090	0.073	0.044	0.021	0.017	0.012	0.012	0.010	0.008
小米	小米|官网	网站	1	train	10	小米|8	小米|官网	小米|6x	小米|8se	小米|8|探索|版	小米|max3	小米|商城	小米|6	小米|手机	小米|mix3	0.097	0.052	0.032	0.023	0.020	0.016	0.015	0.015	0.014	0.009
忻州	忻州|师范学院	百科	1	train	10	忻州|师范学院	忻州|天气预报	忻州|师范学院|官网	忻州|天气	忻州|职业|技术|学院	忻州|人事|考试网	忻州|天气预报|一周|天气	忻州|读音	忻州市	忻州|职业|技术|学院|官网	0.119	0.049	0.045	0.045	0.039	0.014	0.013	0.009	0.008	0.008
打胎|药	打胎|药	健康	0	train	10	打胎|药|药店|有|卖|吗	打胎|药|吃|了|多久|才|出血	打胎|药|怎么|吃	打胎|药叫|什么|名字	打胎|药|多少|钱|一盒	打胎|药|图片	打胎|药|多少|钱	打胎|药有|哪些	打胎|药|吃|了|多久|有|反应	打胎|药|哪里|有|卖	0.171	0.048	0.039	0.037	0.034	0.022	0.020	0.009	0.006	0.006
新浪	新浪	网站	1	train	9	新浪|体育	新浪|微博	新浪|财经	新浪|新闻	新浪|体育|手机	新浪网	新浪|nba	新浪|邮箱	新浪|微博|登录	PAD	0.169	0.093	0.036	0.023	0.022	0.022	0.016	0.016	0.014	0.000
仿真枪	在|北京|用|玩具|水弹|枪|玩|cs|会|被|当|仿真枪|抓|吗	知道	1	train	10	仿真枪|购买	仿真枪|图片	仿真枪|网站	仿真枪|游戏	仿真枪	仿真枪|视频	仿真枪|被|抓	仿真枪|专卖	仿真枪|哪里|有|卖	仿真枪|多少|钱	0.021	0.014	0.011	0.008	0.008	0.007	0.006	0.006	0.005	0.005
饺	饺子馅|的|做法	菜谱	1	train	10	饺子馅|做法|大全	饺子|的|包法	饺子	饺子馅	饺子皮|怎么|做	饺子馅|怎么|做|好吃	饺子|怎么|包	饺子|图片	饺子皮|可以|做|什么|美食	饺子|35|种|花式|包法	0.151	0.115	0.055	0.048	0.026	0.021	0.020	0.019	0.015	0.010
月子餐	月子餐|30|天|食谱	经验	1	train	10	月子餐|30|天|食谱	月子餐|30|天|食谱|及|做法	月子餐|食谱	月子餐|30|天	月子餐|每|一天|表格	月子餐|的|做法	月子餐|三十天|食谱|列表	月子餐|怎么|做	月子餐|炒菜|菜谱|大|全集	月子餐|图片	0.311	0.077	0.028	0.019	0.014	0.010	0.009	0.008	0.008	0.008
宋城	杭州|宋城|景区	景点	0	train	10	宋城|千古|情	宋城|门票	宋城|演艺	宋城|千古|情|门票	宋城|游玩|攻略	宋城|好玩|吗	宋城|门票|多少|钱|一张	宋城|门票|多少|钱	宋城|在|哪里	宋城|千古|情|表演|时间	0.119	0.046	0.043	0.038	0.027	0.026	0.020	0.019	0.018	0.009
桂花|露	桂花|露	百科	1	train	9	桂花|露|祛|臭液	桂花|露去|液|臭|效果|好|吗	桂花|露|有|什么|副作用	桂花|露|说明书	桂花|露用|一次|维持|几久	桂花|露去|狐臭|什么|原理	桂花|露|一般|药店|多少|钱	桂花|露|多少|钱|一瓶	桂花|露|孕妇|可以|用|吗	PAD	0.156	0.144	0.113	0.080	0.051	0.051	0.040	0.035	0.028	0.000
欢宠	禁忌|欢宠	百科	0	train	10	欢宠|田园|农女|太子妃	欢宠时|无|两	欢宠|田园|农女|太子妃	欢宠|田园|2c|农女|太子妃	欢宠|宝贝|妻	欢宠|365|式|:|市长|要|吃|肉	欢宠|田园|农女|太子妃	欢宠|不易|乔依一	欢宠|两相宜|悠哉|傻傻	欢宠|无边	0.662	0.047	0.030	0.029	0.025	0.016	0.016	0.015	0.015	0.012
科目	科目|二	百科	0	train	10	科目|一|模拟考试	科目|二	科目|三	科目|二|考试|视频	科目|一	科目|三|考试|流程	科目|四|模拟考试	科目|一|考试	科目|三|灯光	科目|四	0.038	0.035	0.031	0.028	0.024	0.021	0.016	0.015	0.015	0.015
沃	沃尔沃	汽车	1	train	6	沃|s90	沃|xc60	沃尔玛	沃|xc90	沃尔	沃|xc40	PAD	PAD	PAD	PAD	0.080	0.061	0.029	0.028	0.022	0.022	0.000	0.000	0.000	0.000
水调	水调歌头	景点	0	train	10	水调歌头	水调歌头|明月|几时|有	水调歌头|苏轼	水调歌头|·|丙辰|中秋	水调歌头|游泳	水调歌头|歌曲	水调歌头|诗句|全文	水调歌头|翻译	水调歌头|·|安石|在|东海	水调歌头|朗诵	0.311	0.158	0.121	0.074	0.021	0.017	0.015	0.013	0.012	0.011
荣威	荣威	汽车	1	train	10	荣威|rx5	荣威|rx8	荣威|rx3	荣威|i6	荣威|360	荣威|ei6	荣威|rx8|销量	荣威|汽车	荣威|550	荣威|rx5|新车|报价	0.210	0.045	0.041	0.037	0.024	0.023	0.017	0.013	0.013	0.012
牛腩	牛腩|是|牛|的|哪个|部位	知道	0	train	10	牛腩|的|做法	牛腩|是|牛|的|哪个|部位	牛腩|土豆	牛腩|是|什么	牛腩|炖|萝卜	牛腩|西红柿	牛腩|炖|土豆	牛腩|怎么|做|好吃	牛腩|的|做法|大全	牛腩|最|简单|做法	0.301	0.090	0.026	0.022	0.019	0.018	0.018	0.017	0.014	0.013
复方|甘草片	复方|甘草片	健康	0	train	10	复方|甘草片|说明书	复方|甘草片|小孩|能|吃|吗	复方|甘草片|成分	复方|甘草片|多少|钱|一瓶	复方|甘草片|价格	复方|甘草片|100|片|价格	复方|甘草片|怎么样	复方|甘草片|的|副作用	复方|甘草片|作用	复方|甘草片|的|真相	0.085	0.013	0.013	0.009	0.007	0.007	0.007	0.005	0.005	0.005
垚	骞|垚|怎么|读	知道	1	train	9	垚|怎么|读	垚|怎么|读音	垚|是|什么|意思	垚|什么|意思	垚|d|明|j|雪瀚儒|4|动再	垚|的|读音	垚|的|拼音	垚|组词	垚|育道|m|菁静|52|楣|栉|醴	PAD	0.448	0.133	0.042	0.009	0.009	0.008	0.007	0.007	0.006	0.000
甄|嬛|传	甄|嬛|传	影视	0	train	9	甄|嬛|传|全集	甄|嬛|传|在线|观看	甄|嬛|传|免费|全集|观看	甄|嬛|传|演员表	甄|嬛|传|小说	甄|嬛|传|剧情	甄|嬛|传|全集|在线|观看	甄|嬛|传|全集|免费|观看	甄|嬛|传|免费|完整|观看	PAD	0.123	0.029	0.023	0.021	0.018	0.011	0.010	0.010	0.007	0.000
男性	长春|男性|生殖器	健康	1	train	10	男性|生殖器	男性|自卫|慰|方法|48|图解	男性|生殖器|疱疹	男性|艾滋病|前兆|图片	男性|结扎	男性|避孕药	男性|贞操|罩	男性|生殖器官	男性|假性|尖锐湿疣	男性|手动|增大|方法|图	0.199	0.045	0.018	0.013	0.011	0.010	0.009	0.009	0.008	0.007
百草|枯	百草|枯	健康	1	train	10	百草|枯|中毒|能治好|吗	百草|枯是|什么	百草|枯|中毒|能|活多久	百草|枯|中毒|症状	百草|枯|中毒	百草|枯|图片	百草|枯|为什么|没有|解药	百草|枯当|酱油	百草|枯|的|三个|危险期	百草|枯|百度|百科	0.092	0.071	0.036	0.024	0.020	0.017	0.010	0.008	0.007	0.007
面试	面试|时|自我介绍|技巧	经验	1	train	10	面试|自我介绍	面试|技巧	面试|问题|回答|技巧	面试|问题	面试|资格|审查	面试|礼仪	面试|自我介绍|范文	面试|题目|100|及|最佳答案	面试|自我介绍|一分钟	面试|技巧|和|注意事项	0.161	0.057	0.040	0.036	0.033	0.029	0.019	0.015	0.011	0.010
中国|阅	中国|阅兵式	百科	1	train	10	中国|阅兵式	中国|阅兵|2017|视频	中国|阅兵	中国|阅兵|视频|大全	中国|阅兵|视频	中国|阅兵式|2017|完整版	中国|阅兵|2015	中国|阅兵|几年|一次	中国|阅兵|欧美|论坛|炸|了	中国|阅兵|视频|大全|2018	0.308	0.167	0.150	0.146	0.051	0.025	0.012	0.012	0.010	0.009
